,textID,text,selected_text,sentiment,class
21147,9352776c41,today has been the longest day EVER! going to sleep.. beach bound tomorrow  good night twitter,today has been the longest day EVER! going to sleep.. beach bound tomorrow  good night twitter,neutral,1
4161,d01a499be1, yes! it definitely paid off ... thanks 4 the advice,yes! it definitely paid off ... thanks 4 the advice,positive,2
15600,31c8a339a4,"3 hours sleep last night, all of my being wants to crawl into a ball somewhere and sleep for about 5 more hours. At work till six too","3 hours sleep last night, all of my being wants to crawl into a ball somewhere and sleep for about 5 more hours. At work till six too",negative,0
16044,d5e3295cad, say Hi Nikki pleaseeeeee...lol.   (Soulja Boy Tell `Em LIVE live > http://ustre.am/2UhS),say Hi Nikki pleaseeeeee.,neutral,1
1880,52cb8d59af,"Going out to Miranda shopping centre to spend time with the family, before going away for 2 weeks to Malaysia. Gonna miss them!",miss,negative,0
24995,ccc4b470d8, yeah. xD were so close already! xD i can talk to u about anything!  i love u gurrl. x3,i love,positive,2
12627,405341afac,my tree tipped over in the lawn,my tree tipped over in the lawn,neutral,1
2690,5c6daee4bc, Sounds great. I`m looking forward to it then,Sounds great.,positive,2
9169,cd89b279ef,http://twitpic.com/4wf30 - EEEEEEEEEEE!!!!! IT CAME!!!!,EEEEEEEEEEE!!,positive,2
14269,7325265617," Yeah, she`s done it several times. My Dumerils boa did it a few times w/ no prob. Just wonder if my hognose needs bigger food.","Yeah, she`s done it several times. My Dumerils boa did it a few times w/ no prob. Just wonder if my hognose needs bigger food.",neutral,1
5727,1a62205df0,"I`d respond, if I were going","I`d respond, if I were going",neutral,1
22506,4dc164e720,i look like a horse in my sam`s club card picture because i couldn`t find my hair brush. hahaha possibly getting noah tomorrow,i look like a horse in my sam`s club card picture because i couldn`t find my hair brush. hahaha possibly getting noah tomorrow,neutral,1
15542,3a0450464e,has had a nice long nap  http://plurk.com/p/stvqp,nice,positive,2
7866,029cb0254a,  Have fun! Wish your mums a happy mother`s day for us!,Have fun! Wish your mums a happy mother`s day for us!,positive,2
27224,ef3bfb77a5, mothers day gift,mothers day gift,neutral,1
22300,c8cbdd280f,"Ok, so I know it`s nearly 10:30pm here but  made me want some ice cream... I can`t get the Italian stuff though","Ok, so I know it`s nearly 10:30pm here but  made me want some ice cream... I can`t get the Italian stuff though",neutral,1
10564,45782bf305,Was eating a tomato and it squirted all over me.,squirted,negative,0
6242,1a41807abb,Getting my self a nice cup of tea and turn on some music,nice,positive,2
13029,2deb9b910d," Masson I`ll give you the link, it`s quite handy",handy,positive,2
21179,c5a93b6bbb,"_Confidential I tried to use Spinelli to turn him on to GH, but it didn`t really work",didn`t really work,negative,0
12542,88bc831803," O: aw, frank  i like that movie, it`s cool. i don`t fully understand, but i think that`s cool (:","O: aw, frank  i like that movie, it`s cool. i don`t fully understand, but i think that`s cool (:",neutral,1
15611,ea0d6b86f8, time-warner? talk about AOL. we did our presentation on warner bros.,time-warner? talk about AOL. we did our presentation on warner bros.,neutral,1
20369,ae682c333a,  well its pouring here. Rly rly wet,well its pouring here. Rly rly wet,negative,0
18623,c2871ceb4b, Just DMed you your login details for the Twitter Salvation System. Enjoy! do let me know what u think.,Enjoy!,positive,2
7371,4da2acbf81,I hate sitting at the doctors office! They told me she is running an hour behind! AWESOME,I hate sitting at the doctors office! They told me she is running an hour behind! AWESOME,neutral,1
5908,3286f70986,  have funnn!,have funnn!,positive,2
15814,df6528b8c2, Thanks for the interview mama!  Enjoy your night,Enjoy your night,positive,2
7006,81f3ac4452,4th may officially announced as `bad luck day` ..,4th may officially announced as `bad luck day` ..,negative,0
9655,9e154f800e," That`s not good, sorry to hear that, where did he park it?","That`s not good,",negative,0
1654,a551b7d76d, Its tomorrow!!!!,Its tomorrow!!!!,neutral,1
6759,9c25dd96c0, Ooohhh  well you could always borrow and burn buddy. Lol,y. Lol,positive,2
19190,13db91abcb,not feeling well at all today! ugh cant I just go home.,not feeling well at all today! ugh cant I just go home.,negative,0
16214,4dcf30f88a,_harris  There were way more than two! Ten hours of real-ale takes it out of you,There were way more than two! Ten hours of real-ale takes it out of you,neutral,1
19586,5a8ad5dcdb," Oh, I see!  So it`s like, morning there, right? Happy breakfast! *thumbs up*",? Happy,positive,2
21379,37def0611f,Early(ish) night tonight - I`m doing overtime at work tomorrow again  boo for working on a Saturday!,boo for working on a Saturday!,negative,0
1184,6d6430bd5d," When balancing a chair on my chin in the sixth form common room got nothing but sneers, I hung those balls up for good","When balancing a chair on my chin in the sixth form common room got nothing but sneers, I hung those balls up for good",positive,2
3184,d0c2af8892,_Hall Is that why you aint answer my call? Thought we were homies!?,_Hall Is that why you aint answer my call? Thought we were homies!?,negative,0
13639,d6bf437268, I scare you? No!,scare,negative,0
21745,5e7570e321, Will arrive tomorrow morning at 7  #early,Will arrive tomorrow morning at 7  #early,neutral,1
26931,1adf0ebca0, Why so expensive,expensive,negative,0
23928,a1015c728a, i work til 10:15...,i work til 10:15...,neutral,1
10512,fbf52854d9,Had interesting WKND. Sleeping Saturday & Productive Sunday!!,Had interesting WKND.,positive,2
17723,7dee183d6d,Stressed out fro work and having a drink,Stressed,negative,0
21709,168ceeab97, you`re a big man for embracing your tears,you`re a big man for embracing your tears,positive,2
8971,c244d795bb,big day 2day the xt launch was amazing! so much free stuff thanx 2 the edge and telecom! found the phone i want...cnt afford it yet tho,amazing! so,positive,2
26951,cf18237bb4,"Woo, Hulu Desktop! My poor Mac is kinda struggling with it though, poor little Core Duo just can`t keep up",poor little Core Duo just can`t keep up,negative,0
6335,46046a95ac,  Hello there hope your over your flu now,e hope,positive,2
25924,f08bc45507,- God i`m up early. Hayley still asleep but today is party day so i`m getting stuff ready.  x,God i`m up early.,negative,0
4848,ff284ea0ba," Hey gio, you are beautiful! I am Brazilian and I love you hahahaha! Please answer me  ****",you are beautiful!,positive,2
17062,41a7861269,  I know.  Sorry.,.  Sorr,negative,0
2760,123eb790dc,It looks as though I am sick little friends,sick,negative,0
11193,b027a5473f, Hah!  Sparkly ones at that.,Hah!  Sparkly ones at that.,neutral,1
5220,aea9ac9ac6,"We actually have milestones due for 3 high profile projects in the next 2 weeks, & they are all scheduled when I am on vacation -","We actually have milestones due for 3 high profile projects in the next 2 weeks, & they are all scheduled when I am on vacation -",neutral,1
2525,739e3b18bc,Learned a lesson the hard way. Lost my USB stick and backup was a month old,Learned a lesson the hard way.,negative,0
26456,fa168135cf,_1990 i kno i came in coz the sun kept going behind the clouds but now it has come back  sat in my window now on the floor lol,i kno i came in coz the sun kept going behind the clouds but now it has come back  sat in my window now on the floor lol,neutral,1
26524,ced8b4c31c," Hey Hey!! I got this custom designed, one of a kind Superfresh T over here with somebodies name on it collecting dust","Hey Hey!! I got this custom designed, one of a kind Superfresh T over here with somebodies name on it collecting dust",neutral,1
3235,7006002919,  do you know if anyone from the believers never die tour is going on warped? i know  i can`t wait haha,do you know if anyone from the believers never die tour is going on warped? i know  i can`t wait haha,neutral,1
13749,a51c8a2f9c, awlll mann  we should meet up this summa or something!,awlll mann  we should meet up this summa or something!,neutral,1
6610,1823b30898, im sorry. i dont wanna cuz of how u act. u just turn right around and ignore me and all that,im sorry.,negative,0
25010,6f64d970e6,woken up by mum. work,woken up by mum. work,neutral,1
21609,78135cc1e5,I don`t do very good at funerals. Crying is way 2 contagious for me,I don`t do very good at funerals.,negative,0
9408,3402ecb913,Great long-weekend so far   Going for a run now - no Judo tonight  Then off to Blue Water for some 'Retail Therapy',Great long-weekend so far   Going for a run now - no Judo tonight  Then off to Blue Water for some 'Retail Therapy',neutral,1
19044,e61d64740e, Yeah but it doesn`t sound indie enough  i need2learn some other tunes and then pick up mo style =] 1hour! I`ll c u then ;),Yeah but it doesn`t sound indie enough  i need2learn some other tunes and then pick up mo style =] 1hour! I`ll c u then ;),neutral,1
4781,87019a2683,i`m on relapse  mom and dad i need you. jesus **** christ you stay away.,i`m on relapse  mom and dad i need you. jesus **** christ you stay away.,neutral,1
3105,6a6665242c, Thought you might be interested in  http://tweetphoto.com. See who`s viewing your photos!,interested,positive,2
4451,1ff2d7d7b2,Wow slept in with no dolidh here to wake me up,Wow slept in with no dolidh here to wake me up,neutral,1
25381,3a85ff666d,I need to get some shut eye... But I just can`t let`s try 1 more time. Ta Ta Twitterworld,I need to get some shut eye... But I just can`t let`s try 1 more time. Ta Ta Twitterworld,neutral,1
8031,c1b74ec74e, it was days yesterday and probably today that I wish I had taken the top off my jeep.  I need help haha. IT`S FRICKEN HOT,it was days yesterday and probably today that I wish I had taken the top off my jeep.  I need help haha. IT`S FRICKEN HOT,neutral,1
820,f00bd4ea4e, aww thanx andy,thanx,positive,2
26509,83f6616e1a, #sometimes also emoticons sometimes,#sometimes also emoticons sometimes,neutral,1
20685,a09b82355f,#Ajax #php! Just thinking about a concept of autorefresh! _chander made a mistake here,mistake,negative,0
476,13dcb0f346, i think it`s under a honeymoon by the good life -- either that or it`s under a honey moon by joseph arthur.,i think it`s under a honeymoon by the good life -- either that or it`s under a honey moon by joseph arthur.,neutral,1
22202,f407f9c20f,@ work.. This week some new instrumentals.. stay updated,@ work.. This week some new instrumentals.. stay updated,neutral,1
22178,0b99fb5cc2,boooo on life decisions....bottle of wine be my lucky eight ball tonight,lucky,positive,2
27229,90ce89502a,is so  just made a card 4 my mom!!   can`t wait to see the smile on her face when she see`s it!!,can`t wait to see the smile on her fac,positive,2
16717,b58a92fe10,      get lit  I am  http://bit.ly/OASQR,get lit  I am  http://bit.ly/,neutral,1
24945,74dfd381f2,Getting a cleaning on tues then getting a tooth pulled on thurs. Then gotta schedule a bridge that might need a root canal--ugh.,ugh.,negative,0
2333,4f45d9a670," It`s pretty good, actually! A few lame episodes, but otherwise good. Give it a try!","It`s pretty good, actually! A few lame episodes, but otherwise good. Give it a try!",neutral,1
23998,b2a8d75ab9,Awwwwwww holly,Awwwwwww holly,neutral,1
16459,afa0a630c4,just loves having proper Inet back,loves,positive,2
20654,051f106b59,At the pub with the dog but seems to have misplaced friend with drinks,At the pub with the dog but seems to have misplaced friend with drinks,neutral,1
2074,2f570da0b5,"I wish I could buy blink 182 presale tickets, but I totally don`t have the money right now. Guess I have to wait for general admission...","I wish I could buy blink 182 presale tickets, but I totally don`t have the money right now. Guess I have to wait for general admission...",neutral,1
6934,c1f815e17d, not all of them  You`ll be missing mine and everybody else`s on the east coast!!!!!,e missing,negative,0
6862,7f4e1be892,off to work again ... mercedez`s last day,off to work again ... mercedez`s last day,neutral,1
5856,faf5cf32e6,to all mothers out there... or even soon to be mothers >8D happy mother`s day y`all,happy,positive,2
4826,85743009cc,"Thanks for the concern, guys. A few stitches later, all is well. Whew.",Thanks,positive,2
8728,79e445a6da,"_magazine thats no dream for me, thats reality  CS4 is on my wishlist","_magazine thats no dream for me, thats reality  CS4 is on my wishlist",neutral,1
2976,67d6007d7b,"wish I could feel no pain (8)  but it`s ok, at least they like Brazil!",like,positive,2
